shipment_id,order_id,shipment_date,delivery_date,shipping_method,shipping_cost,status
39,40,2024-11-06,2024-11-08,standard,5999.21,delivered
40,41,2024-08-09,2024-08-17,standard,8929.89,delivered
41,42,2024-12-19,2024-12-23,standard,3102.33,delivered
42,43,2024-05-20,2024-05-28,standard,12499.11,delivered
43,44,2024-11-30,2024-12-03,standard,4200.33,delivered
44,45,2024-12-13,2024-12-19,standard,7072.28,delivered
45,46,2024-07-16,2024-07-24,standard,5522.08,delivered
46,47,2024-11-22,2024-11-24,standard,10519.07,delivered
47,48,2024-11-16,2024-11-24,standard,5287.83,delivered
48,49,2024-12-27,2025-01-04,standard,3113.67,delivered
49,50,2024-08-21,2024-08-29,standard,9374.75,delivered
50,51,2024-09-16,2024-09-24,standard,4284.44,delivered
51,52,2024-07-26,2024-07-28,express,23898.81,delivered
52,53,2024-09-01,2024-09-08,standard,9926.18,delivered
53,54,2024-10-09,2024-10-17,standard,6288.8,delivered
54,55,2024-03-30,2024-04-04,standard,6818.8,delivered
55,56,2024-09-13,2024-09-16,standard,11019.35,delivered
56,57,2024-10-01,2024-10-07,standard,5318.05,delivered
57,58,2024-10-22,2024-10-25,standard,6287.48,delivered
58,59,2024-09-17,2024-09-19,standard,11877.85,delivered
59,60,2024-06-29,2024-07-02,standard,13683.01,delivered
60,61,2024-12-30,2025-01-02,express,23860.63,delivered
61,62,2024-11-02,2024-11-08,standard,5623.41,delivered
62,63,2024-11-16,2024-11-23,standard,12496.16,delivered
63,64,2024-12-26,2025-01-03,standard,6048.69,delivered
64,65,2024-12-10,2024-12-18,standard,2901.42,delivered
65,66,2024-12-09,2024-12-14,standard,8551.04,delivered
66,67,2024-05-24,2024-05-27,standard,10577.42,delivered
67,68,2024-11-26,2024-12-03,standard,13996.47,delivered
68,69,2024-10-28,2024-11-03,standard,14336.92,delivered
69,70,2024-12-07,2024-12-12,standard,13508.18,delivered
70,71,2024-11-04,2024-11-12,standard,5516.35,delivered
71,72,2024-12-29,2024-12-31,express,18639.98,delivered
72,74,2024-08-10,2024-08-12,standard,5733.06,delivered
73,75,2024-10-14,2024-10-16,express,24519.91,delivered
74,76,2024-12-30,2025-01-07,standard,5682.54,delivered
75,77,2024-09-16,2024-09-21,standard,3942.89,delivered
76,78,2024-07-13,2024-07-21,standard,10489.22,delivered
77,79,2024-10-27,2024-11-02,standard,5027.11,delivered
78,80,2024-07-10,2024-07-17,standard,6066.99,delivered
79,81,2024-11-28,2024-12-02,standard,6722.53,delivered
80,82,2024-07-31,2024-08-05,standard,13418.29,delivered
81,83,2024-09-23,2024-09-27,standard,6642.66,delivered
82,84,2024-05-09,2024-05-11,standard,6447.4,delivered
83,85,2024-10-22,2024-10-26,standard,11241.02,delivered
84,86,2024-10-12,2024-10-14,standard,8914.82,delivered
85,87,2024-10-20,2024-10-24,standard,9315.28,delivered
86,88,2024-12-25,2025-01-02,standard,13786.29,delivered
87,89,2024-05-29,2024-06-05,standard,12524.03,delivered
88,90,2024-12-29,2025-01-05,standard,5713.29,delivered
89,91,2024-11-10,2024-11-18,standard,8788.22,delivered
90,92,2024-10-29,2024-11-04,standard,9863.57,delivered
91,93,2024-10-22,2024-10-26,standard,10655.08,delivered
92,94,2024-10-19,2024-10-21,express,8055.15,delivered
93,95,2024-11-28,2024-12-03,standard,14118.52,delivered
94,96,2024-11-27,2024-12-02,standard,10929.63,delivered
95,97,2024-08-24,2024-09-01,standard,6525.39,delivered
96,98,2024-09-18,2024-09-25,standard,14343.67,delivered
97,99,2024-10-07,2024-10-10,standard,6275.04,delivered
98,100,2024-12-12,2024-12-15,express,18869.13,delivered
99,101,2024-09-08,2024-09-10,standard,5046.32,delivered
100,102,2024-11-11,2024-11-18,standard,8463.46,delivered
101,103,2024-09-24,2024-09-28,standard,9524.4,delivered
102,104,2024-11-07,2024-11-13,standard,14148.46,delivered
103,105,2024-11-04,2024-11-07,standard,11635.37,delivered
104,106,2024-12-13,2024-12-20,standard,5853.5,delivered
105,107,2024-10-12,2024-10-19,standard,5874.82,delivered
106,108,2024-10-02,2024-10-04,standard,5365.5,delivered
107,109,2024-06-16,2024-06-20,standard,9532.89,delivered
108,110,2024-11-24,2024-11-28,standard,6552.4,delivered
109,111,2024-10-13,2024-10-15,express,14061.17,delivered
110,112,2024-11-27,2024-11-30,standard,13669.94,delivered
111,113,2024-10-18,2024-10-22,standard,10055.08,delivered
112,114,2024-09-24,2024-09-26,standard,10567.22,delivered
113,115,2024-10-06,2024-10-10,express,10841.1,delivered
114,116,2024-08-06,2024-08-14,standard,3957.96,delivered
115,117,2024-12-13,2024-12-17,standard,6227.77,delivered
116,118,2024-12-29,2025-01-06,standard,5311.43,delivered
117,119,2024-10-08,2024-10-13,standard,13306.55,delivered
118,120,2024-08-27,2024-09-01,standard,7195.11,delivered
119,121,2024-11-09,2024-11-13,standard,6525.49,delivered
120,122,2024-11-08,2024-11-10,standard,4937.35,delivered
121,123,2024-10-29,2024-11-05,standard,14844.02,delivered
122,124,2024-08-27,2024-09-03,standard,14142.99,delivered
123,125,2024-09-29,2024-10-05,standard,11514.2,delivered
124,126,2024-05-07,2024-05-11,standard,6550.08,delivered
125,127,2024-08-07,2024-08-13,standard,3289.17,delivered
126,128,2024-06-08,2024-06-15,standard,2711.35,delivered
127,129,2024-12-01,2024-12-05,standard,7453.49,delivered
128,130,2024-03-17,2024-03-21,standard,7971.22,delivered
129,131,2024-12-22,2024-12-29,standard,12325.72,delivered
130,132,2024-08-30,2024-09-04,standard,5514.26,delivered
131,133,2024-12-12,2024-12-15,standard,6065.98,delivered
132,134,2024-12-10,2024-12-13,standard,9596.82,delivered
133,135,2024-10-15,2024-10-22,standard,5052.54,delivered
134,136,2024-12-21,2024-12-22,express,21850.2,delivered
135,137,2024-11-29,2024-12-03,standard,5795.01,delivered
136,138,2024-10-13,2024-10-15,standard,6565.14,delivered
137,139,2024-09-17,2024-09-25,standard,5441.65,delivered
138,140,2024-08-09,2024-08-12,standard,8128.55,delivered
139,141,2024-12-05,2024-12-08,standard,9217.63,delivered
140,142,2024-09-11,2024-09-14,standard,4850.96,delivered
141,143,2024-11-17,2024-11-22,standard,9810.62,delivered
142,144,2024-11-05,2024-11-10,standard,5075.92,delivered
143,145,2024-11-17,2024-11-20,standard,4840.76,delivered
144,146,2024-09-07,2024-09-10,standard,14903.41,delivered
145,147,2024-11-28,2024-12-02,standard,5700.3,delivered
146,148,2024-02-22,2024-02-28,standard,9797.81,delivered
147,149,2024-07-15,2024-07-17,standard,8363.7,delivered
148,150,2024-11-09,2024-11-16,standard,7970.03,delivered
149,151,2024-12-23,2024-12-25,standard,6596.53,delivered
150,152,2024-10-28,2024-11-02,standard,14564.16,delivered
151,153,2024-11-15,2024-11-23,standard,6751.29,delivered
152,154,2024-12-01,2024-12-06,standard,7316.72,delivered
153,155,2024-12-10,2024-12-17,standard,3538.01,delivered
154,156,2024-07-07,2024-07-14,standard,13007.7,delivered
155,157,2024-04-01,2024-04-04,standard,10250.32,delivered
156,158,2024-11-19,2024-11-23,standard,13158.33,delivered
157,159,2024-10-24,2024-10-29,standard,10800.86,delivered
158,160,2024-07-28,2024-08-03,standard,13887.48,delivered
159,161,2024-11-18,2024-11-19,express,9305.14,delivered
160,162,2024-10-31,2024-11-04,standard,12234.2,delivered
161,163,2024-11-14,2024-11-19,standard,5761.31,delivered
162,164,2024-12-07,2024-12-11,standard,6211.06,delivered
163,165,2024-04-08,2024-04-10,standard,13786.3,delivered
164,166,2024-12-13,2024-12-17,express,10250.18,delivered
165,167,2024-04-25,2024-04-29,standard,5887.22,delivered
166,168,2024-06-29,2024-07-02,express,22387.25,delivered
167,169,2024-05-13,2024-05-16,standard,13179.67,delivered
168,170,2024-10-01,2024-10-07,standard,5276.17,delivered
169,171,2024-05-05,2024-05-11,standard,6009.3,delivered
170,172,2024-10-10,2024-10-13,standard,8418.72,delivered
171,173,2024-10-04,2024-10-09,standard,11878.86,delivered
172,174,2024-10-10,2024-10-12,standard,10821.7,delivered
173,175,2024-12-24,2024-12-31,standard,14734.89,delivered
174,176,2024-11-12,2024-11-17,standard,2610.64,delivered
175,177,2024-10-09,2024-10-13,standard,11832.95,delivered
176,178,2024-09-19,2024-09-22,express,16770.81,delivered
177,179,2024-12-15,2024-12-18,standard,12728.23,delivered
178,180,2024-10-26,2024-10-30,express,10469.53,delivered
179,181,2024-12-04,2024-12-06,express,10560.56,delivered
180,182,2024-08-20,2024-08-28,standard,12458.37,delivered
181,183,2024-09-14,2024-09-22,standard,9715.32,delivered
182,184,2024-07-31,2024-08-06,standard,6536.58,delivered
183,185,2024-12-08,2024-12-13,standard,5325.26,delivered
184,186,2024-08-30,2024-09-06,standard,3027.89,delivered
185,187,2024-12-21,2024-12-23,standard,6608.25,delivered
186,188,2024-10-10,2024-10-14,standard,6929.58,delivered
187,189,2024-12-27,2025-01-03,standard,14747.0,delivered
188,190,2024-12-21,2024-12-28,standard,6585.18,delivered
189,191,2024-05-27,2024-05-29,standard,5069.07,delivered
190,192,2024-10-21,2024-10-24,standard,12758.05,delivered
191,193,2024-11-03,2024-11-09,standard,2871.29,delivered
192,194,2024-12-03,2024-12-11,standard,3403.87,delivered
193,195,2024-11-11,2024-11-13,standard,6781.97,delivered
194,196,2024-12-19,2024-12-27,standard,11129.44,delivered
195,197,2024-10-25,2024-10-27,express,21751.34,delivered
196,198,2024-03-31,2024-04-05,standard,10974.76,delivered
197,199,2024-09-23,2024-09-26,standard,4473.73,delivered
198,200,2024-09-28,2024-10-04,standard,5270.84,delivered
199,201,2024-11-12,2024-11-20,standard,9336.55,delivered
200,202,2024-10-23,2024-10-30,standard,8323.15,delivered
201,203,2024-12-01,2024-12-05,standard,7205.61,delivered
202,204,2024-12-01,2024-12-03,express,24411.71,delivered
203,205,2024-12-27,2025-01-01,standard,12677.24,delivered
204,206,2024-07-31,2024-08-05,standard,5293.94,delivered
205,207,2024-07-24,2024-07-31,standard,11550.09,delivered
206,208,2024-10-15,2024-10-21,standard,4596.16,delivered
207,209,2024-12-02,2024-12-09,standard,3308.57,delivered
208,210,2024-06-07,2024-06-14,standard,9922.78,delivered
209,211,2024-08-11,2024-08-19,standard,8592.33,delivered
210,212,2024-11-03,2024-11-08,standard,7581.33,delivered
211,213,2024-12-29,2025-01-03,standard,6864.19,delivered
212,214,2024-10-17,2024-10-20,standard,9487.78,delivered
213,215,2024-11-19,2024-11-23,standard,6768.63,delivered
214,216,2024-07-26,2024-08-01,standard,8567.32,delivered
215,217,2024-11-16,2024-11-21,standard,13642.16,delivered
216,218,2024-06-02,2024-06-05,standard,6229.71,delivered
217,219,2024-12-22,2024-12-29,standard,6800.1,delivered
218,220,2024-08-19,2024-08-22,standard,8973.79,delivered
219,221,2024-11-11,2024-11-14,standard,14730.98,delivered
220,222,2024-11-19,2024-11-24,standard,10322.45,delivered
221,223,2024-10-22,2024-10-25,standard,12328.99,delivered
222,224,2024-11-24,2024-12-01,standard,13681.42,delivered
223,225,2024-11-04,2024-11-07,express,20248.72,delivered
224,226,2024-07-22,2024-07-23,express,10455.81,delivered
225,227,2024-11-16,2024-11-24,standard,5464.98,delivered
226,228,2024-10-03,2024-10-06,standard,14994.14,delivered
227,229,2024-11-20,2024-11-26,standard,12823.85,delivered
228,230,2024-08-16,2024-08-18,express,14905.5,delivered
229,231,2024-11-08,2024-11-16,standard,4460.12,delivered
230,232,2024-11-28,2024-12-04,standard,3960.64,delivered
231,233,2024-11-07,2024-11-13,standard,9486.94,delivered
232,234,2024-10-08,2024-10-12,standard,11034.49,delivered
233,235,2024-09-13,2024-09-19,standard,6385.0,delivered
234,236,2024-05-16,2024-05-18,standard,8801.96,delivered
235,237,2024-12-02,2024-12-06,standard,12648.83,delivered
236,238,2024-10-20,2024-10-21,express,7174.67,delivered
237,239,2024-09-26,2024-09-30,express,23905.52,delivered
238,240,2024-11-09,2024-11-16,standard,9858.72,delivered
239,241,2024-12-19,2024-12-24,standard,10391.61,delivered
240,242,2024-11-26,2024-12-02,standard,9135.49,delivered
241,243,2024-08-13,2024-08-21,standard,10251.63,delivered
242,244,2024-10-18,2024-10-23,standard,4410.37,delivered
243,245,2024-07-27,2024-07-30,standard,6123.04,delivered
244,246,2024-10-25,2024-10-27,standard,12937.44,delivered
245,247,2024-08-12,2024-08-14,standard,7368.71,delivered
246,248,2024-12-09,2024-12-12,express,10005.3,delivered
247,249,2024-10-06,2024-10-12,standard,6680.14,delivered
248,250,2024-11-06,2024-11-13,standard,2606.37,delivered
249,251,2024-12-07,2024-12-09,standard,8909.06,delivered
250,252,2024-12-01,2024-12-04,express,20427.17,delivered
251,253,2024-11-17,2024-11-21,standard,14912.56,delivered
252,254,2024-08-11,2024-08-19,standard,12726.23,delivered
253,255,2024-12-14,2024-12-16,standard,7266.56,delivered
254,256,2024-12-22,2024-12-27,standard,13003.57,delivered
255,257,2024-11-19,2024-11-22,express,17994.37,delivered
256,258,2024-07-06,2024-07-11,standard,11618.39,delivered
257,259,2024-07-26,2024-08-02,standard,10622.97,delivered
258,260,2024-12-20,2024-12-28,standard,4911.22,delivered
259,261,2024-12-09,2024-12-14,standard,14812.36,delivered
260,262,2024-11-20,2024-11-27,standard,14924.84,delivered
261,263,2024-09-02,2024-09-06,express,9741.51,delivered
262,264,2024-11-29,2024-12-04,standard,12820.28,delivered
263,265,2024-12-17,2024-12-23,standard,4120.61,delivered
264,266,2024-12-09,2024-12-13,standard,8969.82,delivered
265,267,2024-10-30,2024-11-06,standard,9969.63,delivered
266,268,2024-07-09,2024-07-11,standard,3023.65,delivered
267,269,2024-12-14,2024-12-16,express,10835.55,delivered
268,270,2024-07-11,2024-07-15,standard,3280.86,delivered
269,271,2024-11-10,2024-11-12,express,10934.88,delivered
270,272,2024-09-25,2024-09-26,express,19093.79,delivered
271,273,2024-11-06,2024-11-13,standard,3158.68,delivered
272,274,2024-12-26,2025-01-03,standard,14631.15,delivered
273,275,2024-03-07,2024-03-15,standard,10061.42,delivered
274,276,2024-09-14,2024-09-18,standard,11195.88,delivered
275,277,2024-07-13,2024-07-16,standard,4569.1,delivered
276,278,2024-12-31,2025-01-08,standard,14836.79,delivered
277,279,2024-05-13,2024-05-20,standard,6010.46,delivered
278,280,2024-12-20,2024-12-22,standard,3546.9,delivered
279,281,2024-10-28,2024-11-05,standard,12243.17,delivered
280,282,2024-12-21,2024-12-29,standard,4864.77,delivered
281,283,2024-11-06,2024-11-13,standard,7485.8,delivered
282,284,2024-04-10,2024-04-13,standard,11809.75,delivered
283,285,2024-09-15,2024-09-18,standard,11292.99,delivered
284,286,2024-11-26,2024-11-30,standard,7658.51,delivered
285,287,2024-06-26,2024-06-29,standard,6272.0,delivered
286,288,2024-07-18,2024-07-20,standard,5263.37,delivered
287,289,2024-11-22,2024-11-23,express,6612.9,delivered
288,290,2024-11-25,2024-11-26,express,7676.21,delivered
289,291,2024-12-04,2024-12-08,standard,4729.53,delivered
290,292,2024-05-29,2024-06-03,standard,9506.2,delivered
291,293,2024-07-06,2024-07-07,express,6286.98,delivered
292,294,2024-10-22,2024-10-26,standard,5121.08,delivered
293,295,2024-08-28,2024-09-02,standard,4073.66,delivered
294,296,2024-12-12,2024-12-15,standard,2942.78,delivered
295,297,2024-08-14,2024-08-22,standard,2869.77,delivered
296,298,2024-11-15,2024-11-17,standard,4218.73,delivered
297,299,2024-10-08,2024-10-10,standard,11439.04,delivered
298,300,2024-06-20,2024-06-24,express,14392.33,delivered
299,301,2024-11-19,2024-11-24,standard,3204.87,delivered
300,302,2024-12-19,2024-12-21,standard,8759.93,delivered
301,303,2024-09-16,2024-09-23,standard,14283.18,delivered
302,304,2024-10-26,2024-10-30,standard,5521.55,delivered
303,305,2024-08-22,2024-08-25,standard,11360.71,delivered
304,306,2024-09-30,2024-10-08,standard,6805.95,delivered
305,307,2024-11-11,2024-11-18,standard,10395.56,delivered
306,308,2024-07-31,2024-08-04,standard,6843.08,delivered
307,309,2024-08-13,2024-08-17,standard,12581.85,delivered
308,310,2024-11-28,2024-12-04,standard,2921.91,delivered
309,311,2024-10-26,2024-10-29,standard,10580.42,delivered
310,312,2024-10-01,2024-10-05,express,7163.72,delivered
311,313,2024-10-25,2024-11-01,standard,5271.93,delivered
312,314,2024-10-17,2024-10-22,standard,5052.3,delivered
313,315,2024-04-03,2024-04-05,standard,6811.33,delivered
314,316,2024-09-28,2024-10-05,standard,13766.51,delivered
315,317,2024-07-20,2024-07-23,standard,6487.88,delivered
316,318,2024-12-03,2024-12-11,standard,5032.18,delivered
317,319,2024-12-22,2024-12-24,standard,10882.02,delivered
318,320,2024-06-20,2024-06-23,standard,10614.85,delivered
319,321,2024-07-18,2024-07-22,standard,7698.21,delivered
320,322,2024-11-29,2024-12-05,standard,5856.66,delivered
321,323,2024-11-17,2024-11-21,express,8240.78,delivered
322,324,2024-12-10,2024-12-15,standard,5625.42,delivered
323,325,2024-11-14,2024-11-20,standard,3280.66,delivered
324,326,2024-11-25,2024-12-02,standard,14911.26,delivered
325,327,2024-11-14,2024-11-15,express,9393.3,delivered
326,328,2024-05-02,2024-05-09,standard,5139.16,delivered
327,329,2024-09-13,2024-09-16,standard,6337.28,delivered
328,330,2024-07-26,2024-07-28,standard,9351.8,delivered
329,331,2024-11-12,2024-11-20,standard,6567.61,delivered
330,332,2024-11-29,2024-12-06,standard,3513.51,delivered
331,333,2024-12-27,2024-12-31,express,10201.04,delivered
332,334,2024-05-14,2024-05-18,standard,7756.12,delivered
333,335,2024-10-22,2024-10-25,standard,6301.55,delivered
334,336,2024-08-22,2024-08-26,express,19295.49,delivered
335,337,2024-12-29,2025-01-06,standard,5864.25,delivered
336,338,2024-11-19,2024-11-27,standard,13821.36,delivered
337,339,2024-12-10,2024-12-12,standard,9944.81,delivered
338,340,2024-08-29,2024-08-31,standard,4587.7,delivered
339,341,2024-10-22,2024-10-24,standard,3180.61,delivered
340,342,2024-11-16,2024-11-17,express,17850.86,delivered
341,343,2024-07-07,2024-07-15,standard,12078.35,delivered
342,344,2024-12-12,2024-12-15,standard,6657.75,delivered
343,345,2024-12-18,2024-12-22,standard,5429.38,delivered
344,346,2024-11-06,2024-11-10,standard,9592.4,delivered
345,347,2024-11-17,2024-11-23,standard,6647.06,delivered
346,348,2024-09-08,2024-09-14,standard,11596.29,delivered
347,349,2024-11-11,2024-11-13,express,21260.94,delivered
348,350,2024-06-24,2024-06-29,standard,10387.02,delivered
349,351,2024-12-14,2024-12-18,standard,8804.2,delivered
350,352,2024-11-12,2024-11-17,standard,6067.84,delivered
351,353,2024-06-24,2024-07-02,standard,14150.9,delivered
352,354,2024-10-29,2024-11-01,standard,8167.62,delivered
353,355,2024-11-14,2024-11-21,standard,3133.2,delivered
354,356,2024-04-27,2024-05-01,express,12281.56,delivered
355,357,2024-10-06,2024-10-08,standard,13036.04,delivered
356,358,2024-08-03,2024-08-09,standard,11679.2,delivered
357,359,2024-12-07,2024-12-10,express,12433.5,delivered
358,360,2024-08-15,2024-08-20,standard,13902.58,delivered
359,361,2024-10-02,2024-10-04,standard,13190.64,delivered
360,362,2024-10-01,2024-10-04,standard,13216.37,delivered
361,363,2024-07-21,2024-07-26,standard,8352.08,delivered
362,364,2024-12-03,2024-12-04,express,13598.11,delivered
363,365,2024-12-11,2024-12-15,standard,11511.48,delivered
364,366,2024-04-18,2024-04-20,express,24686.57,delivered
365,367,2024-07-18,2024-07-22,standard,11863.27,delivered
366,368,2024-12-01,2024-12-02,express,22555.62,delivered
367,369,2024-09-10,2024-09-18,standard,8053.11,delivered
368,370,2024-12-11,2024-12-16,standard,14383.05,delivered
369,371,2024-08-18,2024-08-26,standard,3671.29,delivered
370,372,2024-11-22,2024-11-25,standard,4511.75,delivered
371,373,2024-07-26,2024-07-30,standard,14768.0,delivered
372,374,2024-04-25,2024-05-02,standard,14180.77,delivered
373,375,2024-12-26,2024-12-30,standard,12539.62,delivered
374,377,2024-09-04,2024-09-06,standard,3766.85,delivered
375,378,2024-12-19,2024-12-24,standard,2934.41,delivered
376,380,2024-10-08,2024-10-10,standard,7999.19,delivered
377,381,2024-08-06,2024-08-08,express,10006.83,delivered
378,382,2024-04-21,2024-04-27,standard,13381.52,delivered
379,383,2024-12-31,2025-01-03,standard,10733.49,delivered
380,384,2024-12-06,2024-12-08,standard,5819.05,delivered
381,385,2024-10-15,2024-10-19,express,24337.37,delivered
382,386,2024-12-18,2024-12-23,standard,9644.33,delivered
383,387,2024-07-11,2024-07-17,standard,11313.08,delivered
384,388,2024-06-01,2024-06-06,standard,6042.25,delivered
385,389,2024-07-05,2024-07-08,standard,9728.97,delivered
386,390,2024-12-09,2024-12-11,standard,2513.14,delivered
387,391,2024-12-06,2024-12-10,express,17044.63,delivered
388,392,2024-09-28,2024-10-02,standard,9474.68,delivered
389,393,2024-08-08,2024-08-15,standard,5494.97,delivered
390,394,2024-06-09,2024-06-15,standard,4473.42,delivered
391,395,2024-12-05,2024-12-07,standard,13166.82,delivered
392,396,2024-03-01,2024-03-09,standard,10747.8,delivered
393,397,2024-11-05,2024-11-11,standard,14294.27,delivered
394,398,2024-06-30,2024-07-06,standard,12140.33,delivered
395,399,2024-11-18,2024-11-22,express,22317.97,delivered
396,400,2024-12-23,2024-12-31,standard,5595.25,delivered
397,401,2024-10-26,2024-10-28,standard,9562.37,delivered
398,402,2024-08-11,2024-08-13,standard,5710.08,delivered
399,403,2024-12-03,2024-12-04,express,20180.05,delivered
400,404,2024-10-09,2024-10-13,standard,14132.87,delivered
401,405,2024-07-05,2024-07-11,standard,14024.53,delivered
402,406,2024-06-30,2024-07-02,standard,9220.34,delivered
403,407,2024-10-16,2024-10-22,standard,6230.03,delivered
404,408,2024-10-26,2024-11-02,standard,13456.04,delivered
405,409,2024-10-20,2024-10-22,standard,3878.41,delivered
406,410,2024-10-26,2024-10-30,standard,6359.03,delivered
407,411,2024-12-24,2024-12-27,standard,4165.24,delivered
408,412,2024-12-21,2024-12-26,standard,9305.29,delivered
409,413,2024-08-23,2024-08-27,standard,5254.48,delivered
410,414,2024-11-11,2024-11-15,standard,9096.29,delivered
411,415,2024-12-17,2024-12-22,standard,10802.22,delivered
412,416,2024-11-25,2024-12-01,standard,7284.87,delivered
413,417,2024-10-05,2024-10-09,standard,3439.89,delivered
414,418,2024-09-26,2024-09-30,standard,3161.78,delivered
415,419,2024-12-19,2024-12-21,express,15622.05,delivered
416,420,2024-10-21,2024-10-22,express,11323.03,delivered
417,421,2024-09-20,2024-09-27,standard,10414.08,delivered
418,422,2024-07-03,2024-07-09,standard,13336.5,delivered
419,423,2024-10-22,2024-10-25,standard,5576.48,delivered
420,424,2024-08-29,2024-09-02,express,15209.16,delivered
421,425,2024-07-11,2024-07-14,standard,9888.98,delivered
422,426,2024-12-25,2024-12-27,express,18540.66,delivered
423,427,2024-12-18,2024-12-24,standard,9755.46,delivered
424,428,2024-11-03,2024-11-05,express,20832.15,delivered
425,429,2024-12-21,2024-12-29,standard,6248.21,delivered
426,430,2024-09-13,2024-09-15,express,6892.78,delivered
427,431,2024-07-26,2024-08-02,standard,10887.32,delivered
428,432,2024-10-01,2024-10-09,standard,8865.41,delivered
429,433,2024-09-14,2024-09-20,standard,14807.39,delivered
430,434,2024-09-12,2024-09-20,standard,14560.47,delivered
431,435,2024-11-04,2024-11-05,express,22704.53,delivered
432,436,2024-12-01,2024-12-02,express,9062.59,delivered
433,437,2024-05-19,2024-05-26,standard,11877.22,delivered
434,438,2024-11-02,2024-11-08,standard,4114.22,delivered
435,439,2024-06-19,2024-06-26,standard,2539.88,delivered
436,440,2024-12-22,2024-12-24,express,6085.89,delivered
437,441,2024-11-05,2024-11-11,standard,5890.43,delivered
438,442,2024-05-12,2024-05-16,standard,5261.22,delivered
439,443,2024-11-21,2024-11-26,standard,9071.06,delivered
440,444,2024-07-27,2024-08-02,standard,14476.88,delivered
441,445,2024-12-06,2024-12-09,standard,5768.62,delivered
442,446,2024-11-11,2024-11-14,standard,5729.02,delivered
443,447,2024-12-19,2024-12-23,standard,13034.83,delivered
444,448,2024-10-30,2024-11-02,express,8858.62,delivered
445,449,2024-11-17,2024-11-20,express,15367.21,delivered
446,450,2024-10-06,2024-10-10,express,16740.25,delivered
447,451,2024-12-15,2024-12-18,standard,7419.32,delivered
448,452,2024-11-08,2024-11-10,express,9121.02,delivered
449,453,2024-05-11,2024-05-19,standard,7842.74,delivered
450,454,2024-12-21,2024-12-23,standard,8175.87,delivered
451,455,2024-10-07,2024-10-14,standard,12069.76,delivered
452,456,2024-11-22,2024-11-27,standard,12409.04,delivered
453,457,2024-08-26,2024-08-28,standard,13427.12,delivered
454,458,2024-04-11,2024-04-14,express,23649.15,delivered
455,459,2024-09-17,2024-09-25,standard,9938.14,delivered
456,460,2024-11-07,2024-11-15,standard,6669.53,delivered
457,461,2024-07-23,2024-07-26,express,11704.64,delivered
458,462,2024-09-27,2024-10-01,standard,5398.67,delivered
459,463,2024-06-27,2024-07-01,express,16490.94,delivered
460,464,2024-11-16,2024-11-18,standard,5523.55,delivered
461,465,2024-09-23,2024-09-25,express,7271.96,delivered
462,466,2024-12-28,2025-01-01,express,10066.88,delivered
463,467,2024-08-27,2024-09-01,standard,12385.97,delivered
464,468,2024-08-24,2024-08-31,standard,6992.15,delivered
465,469,2024-12-05,2024-12-07,standard,3001.8,delivered
466,470,2024-12-04,2024-12-05,express,15686.41,delivered
