order_item_id,order_id,product_id,quantity,unit_price,discount_pct,replacement_cost
361,195,21,2,1187423.28,0.0082,881791.8
362,196,29,1,102239.91,0.022,78390.98
363,196,27,1,175446.16,0.0121,143447.23
364,197,44,2,80989.05,0.0386,57232.77
365,197,14,2,398520.48,0.0287,241485.7
366,198,19,1,1354046.38,0.0013,1110487.85
367,198,29,1,102239.91,0.0339,78390.98
368,199,36,1,94176.05,0.0109,79768.64
369,200,2,1,389998.01,0.0246,241268.15
370,201,9,2,185395.24,0.0219,117809.8
371,202,44,2,80989.05,0.0309,57232.77
372,202,35,1,105924.32,0.0142,76373.38
373,202,21,3,1187423.28,0.0022,881791.8
374,203,21,1,1187423.28,0.0246,881791.8
375,204,27,2,175446.16,0.0223,143447.23
376,205,34,1,29576.45,0.0208,21207.51
377,205,29,1,102239.91,0.0043,78390.98
378,206,34,2,29576.45,0.0235,21207.51
379,207,1,1,303474.01,0.0224,230232.02
380,207,35,1,105924.32,0.0039,76373.38
381,208,1,1,303474.01,0.0279,230232.02
382,208,41,1,134050.77,0.0303,87320.48
383,208,5,1,193101.56,0.0022,112581.22
384,209,5,1,193101.56,0.0055,112581.22
385,209,11,1,597554.26,0.0288,505348.73
386,209,21,2,1187423.28,0.028,881791.8
387,210,34,1,29576.45,0.0224,21207.51
388,210,36,2,94176.05,0.0392,79768.64
389,210,29,1,102239.91,0.0383,78390.98
390,211,29,2,102239.91,0.0253,78390.98
391,212,20,1,575877.6,0.0031,442151.16
392,212,35,1,105924.32,0.0237,76373.38
393,212,2,2,389998.01,0.0362,241268.15
394,213,19,1,1354046.38,0.0084,1110487.85
395,213,2,1,389998.01,0.0311,241268.15
396,214,9,4,185395.24,0.0165,117809.8
397,214,29,1,102239.91,0.0094,78390.98
398,214,2,1,389998.01,0.0385,241268.15
399,215,2,1,389998.01,0.0281,241268.15
400,216,35,1,105924.32,0.0325,76373.38
401,216,2,1,389998.01,0.037,241268.15
402,217,34,1,29576.45,0.0136,21207.51
403,218,19,1,1354046.38,0.0275,1110487.85
404,219,41,2,134050.77,0.0146,87320.48
405,219,34,1,29576.45,0.039,21207.51
406,220,1,1,303474.01,0.018,230232.02
407,220,36,2,94176.05,0.0076,79768.64
408,220,21,1,1187423.28,0.0213,881791.8
409,221,19,1,1354046.38,0.0304,1110487.85
410,222,34,1,29576.45,0.0295,21207.51
411,223,34,1,29576.45,0.0349,21207.51
412,223,19,2,1354046.38,0.0138,1110487.85
413,224,21,2,1187423.28,0.0085,881791.8
414,225,2,2,389998.01,0.0216,241268.15
415,225,29,2,102239.91,0.0218,78390.98
416,226,45,1,123594.09,0.0213,91072.42
417,227,21,2,1187423.28,0.0171,881791.8
418,227,45,4,123594.09,0.0043,91072.42
419,227,5,1,193101.56,0.0137,112581.22
420,228,35,2,105924.32,0.0016,76373.38
421,229,44,1,80989.05,0.0273,57232.77
422,230,34,2,29576.45,0.0073,21207.51
423,230,2,1,389998.01,0.0012,241268.15
424,230,19,1,1354046.38,0.0322,1110487.85
425,231,1,1,303474.01,0.0175,230232.02
426,231,34,1,29576.45,0.0157,21207.51
427,232,45,1,123594.09,0.0375,91072.42
428,232,21,1,1187423.28,0.0337,881791.8
429,233,5,2,193101.56,0.0199,112581.22
430,233,14,1,398520.48,0.0245,241485.7
431,233,29,1,102239.91,0.0047,78390.98
432,234,29,2,102239.91,0.0385,78390.98
433,235,9,1,185395.24,0.034,117809.8
434,236,34,1,29576.45,0.0113,21207.51
435,237,1,1,303474.01,0.0132,230232.02
436,237,34,1,29576.45,0.0339,21207.51
437,237,21,3,1187423.28,0.017,881791.8
438,238,2,1,389998.01,0.0063,241268.15
439,238,34,3,29576.45,0.0204,21207.51
440,238,21,1,1187423.28,0.0195,881791.8
441,238,36,2,94176.05,0.0331,79768.64
442,239,29,1,102239.91,0.0347,78390.98
443,239,14,1,398520.48,0.0243,241485.7
444,239,45,2,123594.09,0.017,91072.42
445,240,44,1,80989.05,0.025,57232.77
446,241,2,1,389998.01,0.0117,241268.15
447,242,44,2,80989.05,0.0103,57232.77
448,243,34,2,29576.45,0.0337,21207.51
449,244,2,1,389998.01,0.0378,241268.15
450,245,27,3,175446.16,0.011,143447.23
451,246,1,1,303474.01,0.0034,230232.02
452,247,29,4,102239.91,0.0382,78390.98
453,247,44,3,80989.05,0.0339,57232.77
454,247,21,2,1187423.28,0.033,881791.8
455,248,29,1,102239.91,0.0256,78390.98
456,249,11,2,597554.26,0.0336,505348.73
457,249,29,1,102239.91,0.0287,78390.98
458,249,35,4,105924.32,0.0061,76373.38
459,250,9,1,185395.24,0.0257,117809.8
460,250,29,3,102239.91,0.0164,78390.98
461,250,21,1,1187423.28,0.0211,881791.8
462,251,34,1,29576.45,0.0116,21207.51
463,252,34,1,29576.45,0.0184,21207.51
464,252,21,3,1187423.28,0.036,881791.8
465,252,29,2,102239.91,0.0236,78390.98
466,253,34,1,29576.45,0.0036,21207.51
467,254,34,1,29576.45,0.0267,21207.51
468,254,29,1,102239.91,0.0186,78390.98
469,254,36,1,94176.05,0.0321,79768.64
470,255,12,1,918711.15,0.0052,570787.21
471,256,1,2,303474.01,0.0076,230232.02
472,257,45,3,123594.09,0.0214,91072.42
473,258,1,1,303474.01,0.0048,230232.02
474,259,36,2,94176.05,0.0257,79768.64
475,259,29,1,102239.91,0.0253,78390.98
476,260,44,1,80989.05,0.0321,57232.77
477,261,29,1,102239.91,0.0349,78390.98
478,262,36,1,94176.05,0.0283,79768.64
479,263,34,2,29576.45,0.0074,21207.51
480,263,29,1,102239.91,0.005,78390.98
481,264,21,1,1187423.28,0.0276,881791.8
482,264,1,1,303474.01,0.0024,230232.02
483,265,12,4,918711.15,0.0356,570787.21
484,266,45,1,123594.09,0.0019,91072.42
485,266,14,1,398520.48,0.027,241485.7
486,266,34,1,29576.45,0.012,21207.51
487,266,29,1,102239.91,0.019,78390.98
488,267,19,1,1354046.38,0.0164,1110487.85
489,268,45,1,123594.09,0.03,91072.42
490,269,1,2,303474.01,0.0011,230232.02
491,270,29,1,102239.91,0.0383,78390.98
492,271,26,1,128124.88,0.0207,79847.03
493,271,1,1,303474.01,0.0192,230232.02
494,272,9,1,185395.24,0.006,117809.8
495,273,34,1,29576.45,0.0031,21207.51
496,273,2,3,389998.01,0.0247,241268.15
497,274,35,1,105924.32,0.0253,76373.38
498,275,29,3,102239.91,0.0014,78390.98
499,276,2,3,389998.01,0.0386,241268.15
500,277,14,2,398520.48,0.0089,241485.7
501,278,2,3,389998.01,0.004,241268.15
502,278,35,1,105924.32,0.001,76373.38
503,279,27,1,175446.16,0.032,143447.23
504,280,1,1,303474.01,0.0315,230232.02
505,281,29,1,102239.91,0.0005,78390.98
506,281,27,1,175446.16,0.005,143447.23
507,282,34,1,29576.45,0.027,21207.51
508,282,1,2,303474.01,0.0247,230232.02
509,282,21,1,1187423.28,0.0107,881791.8
510,283,34,1,29576.45,0.0073,21207.51
511,283,14,2,398520.48,0.0327,241485.7
512,283,5,1,193101.56,0.0261,112581.22
513,284,34,1,29576.45,0.0249,21207.51
514,284,1,2,303474.01,0.0397,230232.02
515,285,29,2,102239.91,0.0166,78390.98
516,286,21,2,1187423.28,0.0049,881791.8
517,287,11,1,597554.26,0.0144,505348.73
518,288,27,1,175446.16,0.0221,143447.23
519,288,9,1,185395.24,0.0254,117809.8
520,289,29,1,102239.91,0.0203,78390.98
521,289,2,2,389998.01,0.0226,241268.15
522,289,21,1,1187423.28,0.0257,881791.8
523,290,29,1,102239.91,0.0213,78390.98
524,291,1,1,303474.01,0.0262,230232.02
525,292,29,1,102239.91,0.0396,78390.98
526,292,34,2,29576.45,0.0145,21207.51
527,292,45,1,123594.09,0.0229,91072.42
528,293,5,1,193101.56,0.0265,112581.22
529,293,19,1,1354046.38,0.0155,1110487.85
530,293,36,1,94176.05,0.0282,79768.64
531,294,21,1,1187423.28,0.0148,881791.8
532,295,19,2,1354046.38,0.0134,1110487.85
533,295,34,3,29576.45,0.003,21207.51
534,295,1,1,303474.01,0.0051,230232.02
535,296,29,1,102239.91,0.0265,78390.98
536,297,21,2,1187423.28,0.0275,881791.8
537,297,34,2,29576.45,0.0083,21207.51
538,298,34,1,29576.45,0.0377,21207.51
539,298,20,1,575877.6,0.0023,442151.16
540,299,34,2,29576.45,0.0113,21207.51
541,299,29,1,102239.91,0.0024,78390.98
542,300,2,1,389998.01,0.0027,241268.15
543,300,36,1,94176.05,0.0171,79768.64
544,300,34,1,29576.45,0.0298,21207.51
545,300,44,3,80989.05,0.0104,57232.77
546,301,34,1,29576.45,0.0155,21207.51
547,301,11,1,597554.26,0.0091,505348.73
548,302,21,1,1187423.28,0.0344,881791.8
549,302,1,2,303474.01,0.0284,230232.02
550,303,21,3,1187423.28,0.0221,881791.8
551,303,20,1,575877.6,0.0134,442151.16
552,303,1,2,303474.01,0.0215,230232.02
553,303,36,3,94176.05,0.0095,79768.64
554,304,2,1,389998.01,0.0322,241268.15
555,305,27,1,175446.16,0.0171,143447.23
556,306,35,1,105924.32,0.0205,76373.38
557,307,34,1,29576.45,0.0384,21207.51
558,308,5,1,193101.56,0.0206,112581.22
559,308,29,1,102239.91,0.0399,78390.98
560,308,34,1,29576.45,0.0181,21207.51
561,308,36,1,94176.05,0.014,79768.64
562,309,19,2,1354046.38,0.0224,1110487.85
563,310,1,1,303474.01,0.0326,230232.02
564,310,34,1,29576.45,0.0133,21207.51
565,311,11,3,597554.26,0.0094,505348.73
566,311,35,1,105924.32,0.0215,76373.38
567,312,34,1,29576.45,0.017,21207.51
568,312,35,1,105924.32,0.0009,76373.38
569,312,45,1,123594.09,0.0391,91072.42
570,313,29,3,102239.91,0.0082,78390.98
571,314,41,2,134050.77,0.0045,87320.48
572,314,34,1,29576.45,0.0127,21207.51
573,314,5,1,193101.56,0.0176,112581.22
574,314,35,1,105924.32,0.0266,76373.38
575,315,34,1,29576.45,0.037,21207.51
576,315,45,3,123594.09,0.0016,91072.42
577,315,11,1,597554.26,0.017,505348.73
578,316,20,1,575877.6,0.0104,442151.16
579,316,36,2,94176.05,0.0241,79768.64
580,317,1,3,303474.01,0.0272,230232.02
581,318,34,2,29576.45,0.0045,21207.51
582,319,29,1,102239.91,0.0017,78390.98
583,319,5,1,193101.56,0.006,112581.22
584,320,2,2,389998.01,0.0059,241268.15
585,320,35,1,105924.32,0.0317,76373.38
586,321,1,1,303474.01,0.0198,230232.02
587,322,34,2,29576.45,0.029,21207.51
588,322,21,1,1187423.28,0.0288,881791.8
589,322,1,1,303474.01,0.0086,230232.02
590,323,35,2,105924.32,0.0021,76373.38
591,323,2,1,389998.01,0.0314,241268.15
592,324,19,2,1354046.38,0.0172,1110487.85
593,324,44,2,80989.05,0.0292,57232.77
594,324,11,1,597554.26,0.0128,505348.73
595,325,45,1,123594.09,0.0115,91072.42
596,326,1,1,303474.01,0.0068,230232.02
597,327,2,1,389998.01,0.0192,241268.15
598,327,21,2,1187423.28,0.0194,881791.8
599,327,35,1,105924.32,0.019,76373.38
600,328,35,4,105924.32,0.0252,76373.38
601,328,34,2,29576.45,0.0006,21207.51
602,328,45,3,123594.09,0.0382,91072.42
603,329,1,2,303474.01,0.0205,230232.02
604,329,29,1,102239.91,0.0341,78390.98
