order_id,customer_id,order_date,channel,status
69,2,2024-10-26,online,delivered
70,1,2024-12-05,online,delivered
71,1,2024-11-03,online,delivered
72,3,2024-12-27,online,delivered
73,1,2024-11-22,physical,cancelled
74,19,2024-08-08,physical,delivered
75,21,2024-10-13,online,delivered
76,11,2024-12-28,physical,delivered
77,8,2024-09-15,physical,delivered
78,13,2024-07-12,online,delivered
79,28,2024-10-26,online,delivered
80,28,2024-07-09,online,delivered
81,1,2024-11-27,physical,delivered
82,4,2024-07-29,online,delivered
83,7,2024-09-21,online,delivered
84,7,2024-05-07,physical,delivered
85,17,2024-10-20,online,delivered
86,11,2024-10-11,online,delivered
87,1,2024-10-19,online,delivered
88,10,2024-12-23,online,delivered
89,14,2024-05-28,online,delivered
90,2,2024-12-27,physical,delivered
91,28,2024-11-09,online,delivered
92,1,2024-10-27,online,delivered
93,28,2024-10-21,online,delivered
94,2,2024-10-17,physical,delivered
95,28,2024-11-27,online,delivered
96,28,2024-11-25,online,delivered
97,29,2024-08-23,online,delivered
98,24,2024-09-17,online,delivered
99,24,2024-10-06,physical,delivered
100,21,2024-12-11,online,delivered
101,24,2024-09-06,online,delivered
102,2,2024-11-10,online,delivered
103,16,2024-09-23,online,delivered
104,14,2024-11-05,online,delivered
105,28,2024-11-02,online,delivered
106,12,2024-12-11,online,delivered
107,11,2024-10-11,physical,delivered
108,21,2024-10-01,online,delivered
109,7,2024-06-14,online,delivered
110,2,2024-11-22,online,delivered
111,12,2024-10-11,online,delivered
112,11,2024-11-25,online,delivered
113,7,2024-10-17,online,delivered
114,10,2024-09-23,online,delivered
115,10,2024-10-04,physical,delivered
116,8,2024-08-04,physical,delivered
117,11,2024-12-12,online,delivered
118,22,2024-12-28,physical,delivered
119,8,2024-10-07,online,delivered
120,28,2024-08-26,online,delivered
121,28,2024-11-07,physical,delivered
122,12,2024-11-06,physical,delivered
123,8,2024-10-28,online,delivered
124,16,2024-08-26,online,delivered
125,28,2024-09-28,online,delivered
126,21,2024-05-06,physical,delivered
127,25,2024-08-06,physical,delivered
128,15,2024-06-06,physical,delivered
129,20,2024-11-29,online,delivered
130,7,2024-03-16,online,delivered
131,23,2024-12-20,online,delivered
132,4,2024-08-29,online,delivered
133,22,2024-12-10,online,delivered
134,28,2024-12-09,online,delivered
135,2,2024-10-14,online,delivered
136,20,2024-12-20,online,delivered
137,2,2024-11-27,physical,delivered
138,23,2024-10-11,physical,delivered
139,1,2024-09-15,online,delivered
140,28,2024-08-07,online,delivered
141,2,2024-12-03,online,delivered
142,28,2024-09-10,physical,delivered
143,24,2024-11-15,online,delivered
144,19,2024-11-04,physical,delivered
145,24,2024-11-16,physical,delivered
146,24,2024-09-06,online,delivered
147,28,2024-11-26,online,delivered
148,7,2024-02-20,online,delivered
149,19,2024-07-13,online,delivered
150,2,2024-11-08,online,delivered
151,20,2024-12-21,physical,delivered
152,2,2024-10-26,online,delivered
153,17,2024-11-14,physical,delivered
154,17,2024-11-29,online,delivered
155,12,2024-12-09,physical,delivered
156,14,2024-07-06,online,delivered
157,24,2024-03-30,online,delivered
158,24,2024-11-18,online,delivered
159,13,2024-10-23,online,delivered
160,19,2024-07-26,online,delivered
161,28,2024-11-16,physical,delivered
162,2,2024-10-29,online,delivered
163,2,2024-11-13,online,delivered
164,2,2024-12-06,physical,delivered
165,21,2024-04-07,online,delivered
166,11,2024-12-12,physical,delivered
167,24,2024-04-24,physical,delivered
168,21,2024-06-28,online,delivered
169,8,2024-05-12,online,delivered
170,28,2024-09-29,physical,delivered
171,24,2024-05-03,physical,delivered
172,7,2024-10-08,online,delivered
173,10,2024-10-02,online,delivered
174,8,2024-10-08,online,delivered
175,2,2024-12-22,online,delivered
176,2,2024-11-11,physical,delivered
177,28,2024-10-08,online,delivered
178,12,2024-09-18,online,delivered
179,11,2024-12-13,online,delivered
180,23,2024-10-24,online,delivered
181,17,2024-12-02,physical,delivered
182,28,2024-08-18,online,delivered
183,24,2024-09-12,online,delivered
184,12,2024-07-30,online,delivered
185,11,2024-12-07,online,delivered
186,29,2024-08-29,physical,delivered
187,22,2024-12-19,online,delivered
188,28,2024-10-08,physical,delivered
189,2,2024-12-25,online,delivered
190,28,2024-12-19,physical,delivered
191,21,2024-05-25,physical,delivered
192,2,2024-10-20,online,delivered
193,18,2024-11-02,physical,delivered
194,22,2024-12-01,physical,delivered
195,1,2024-11-09,physical,delivered
196,12,2024-12-18,online,delivered
197,26,2024-10-23,online,delivered
198,8,2024-03-29,online,delivered
199,12,2024-09-21,physical,delivered
200,12,2024-09-27,physical,delivered
201,8,2024-11-11,online,delivered
202,28,2024-10-22,online,delivered
203,24,2024-11-30,online,delivered
204,2,2024-11-30,online,delivered
205,30,2024-12-25,online,delivered
206,28,2024-07-30,online,delivered
207,7,2024-07-22,online,delivered
208,28,2024-10-14,physical,delivered
209,2,2024-11-30,physical,delivered
210,30,2024-06-06,online,delivered
211,21,2024-08-09,online,delivered
212,21,2024-11-02,online,delivered
213,2,2024-12-27,physical,delivered
214,28,2024-10-15,online,delivered
215,1,2024-11-17,physical,delivered
216,7,2024-07-25,online,delivered
217,2,2024-11-14,online,delivered
218,24,2024-05-31,online,delivered
219,4,2024-12-21,online,delivered
220,28,2024-08-17,online,delivered
221,21,2024-11-10,online,delivered
222,1,2024-11-18,online,delivered
223,1,2024-10-20,online,delivered
224,1,2024-11-23,online,delivered
225,20,2024-11-02,online,delivered
226,24,2024-07-20,online,delivered
227,7,2024-11-15,physical,delivered
228,28,2024-10-01,online,delivered
229,1,2024-11-18,online,delivered
230,24,2024-08-15,online,delivered
231,28,2024-11-07,physical,delivered
232,24,2024-11-27,physical,delivered
233,22,2024-11-05,online,delivered
234,28,2024-10-06,online,delivered
235,1,2024-09-12,physical,delivered
236,4,2024-05-14,online,delivered
237,2,2024-12-01,online,delivered
238,13,2024-10-19,physical,delivered
239,23,2024-09-25,online,delivered
240,20,2024-11-07,online,delivered
241,28,2024-12-18,online,delivered
242,2,2024-11-25,online,delivered
243,23,2024-08-11,online,delivered
244,4,2024-10-16,physical,delivered
245,7,2024-07-26,online,delivered
246,22,2024-10-23,online,delivered
247,29,2024-08-10,online,delivered
248,20,2024-12-07,physical,delivered
249,1,2024-10-04,online,delivered
250,20,2024-11-05,physical,delivered
251,1,2024-12-05,online,delivered
252,28,2024-11-30,online,delivered
253,22,2024-11-16,online,delivered
254,3,2024-08-09,online,delivered
255,2,2024-12-13,online,delivered
256,4,2024-12-20,online,delivered
257,29,2024-11-17,online,delivered
258,12,2024-07-05,online,delivered
259,24,2024-07-24,online,delivered
260,21,2024-12-19,physical,delivered
261,17,2024-12-08,online,delivered
262,2,2024-11-19,online,delivered
263,28,2024-09-01,physical,delivered
264,8,2024-11-27,online,delivered
265,18,2024-12-15,physical,delivered
266,22,2024-12-08,online,delivered
267,21,2024-10-29,online,delivered
268,28,2024-07-08,physical,delivered
269,2,2024-12-12,physical,delivered
270,13,2024-07-10,physical,delivered
271,11,2024-11-08,physical,delivered
272,12,2024-09-23,online,delivered
273,2,2024-11-05,physical,delivered
274,2,2024-12-25,online,delivered
275,7,2024-03-06,online,delivered
276,8,2024-09-13,online,delivered
277,12,2024-07-12,physical,delivered
278,20,2024-12-29,online,delivered
279,21,2024-05-11,online,delivered
280,11,2024-12-19,physical,delivered
281,11,2024-10-26,online,delivered
282,4,2024-12-20,physical,delivered
283,18,2024-11-05,online,delivered
284,8,2024-04-09,online,delivered
285,1,2024-09-13,online,delivered
286,11,2024-11-25,online,delivered
287,12,2024-06-25,online,delivered
288,4,2024-07-17,physical,delivered
289,17,2024-11-21,physical,delivered
290,17,2024-11-23,physical,delivered
291,22,2024-12-02,physical,delivered
292,21,2024-05-28,online,delivered
293,21,2024-07-05,physical,delivered
294,8,2024-10-21,online,delivered
295,24,2024-08-26,physical,delivered
296,17,2024-12-11,physical,delivered
297,12,2024-08-12,physical,delivered
298,20,2024-11-14,physical,delivered
299,10,2024-10-06,online,delivered
300,14,2024-06-19,online,delivered
301,23,2024-11-18,physical,delivered
302,28,2024-12-18,online,delivered
303,28,2024-09-14,online,delivered
304,13,2024-10-25,physical,delivered
305,14,2024-08-21,online,delivered
306,24,2024-09-28,online,delivered
307,8,2024-11-10,online,delivered
308,28,2024-07-29,physical,delivered
309,13,2024-08-11,online,delivered
310,2,2024-11-27,physical,delivered
311,1,2024-10-24,online,delivered
312,28,2024-09-29,physical,delivered
313,1,2024-10-24,physical,delivered
314,7,2024-10-15,online,delivered
315,8,2024-04-01,physical,delivered
316,3,2024-09-27,online,delivered
317,8,2024-07-18,physical,delivered
318,23,2024-12-01,online,delivered
319,1,2024-12-20,online,delivered
320,27,2024-06-18,online,delivered
321,28,2024-07-16,online,delivered
322,10,2024-11-27,physical,delivered
323,2,2024-11-16,physical,delivered
324,19,2024-12-09,online,delivered
325,2,2024-11-12,physical,delivered
326,10,2024-11-24,online,delivered
327,28,2024-11-13,physical,delivered
328,30,2024-04-30,physical,delivered
329,24,2024-09-12,physical,delivered
330,8,2024-07-24,online,delivered
331,22,2024-11-10,physical,delivered
332,22,2024-11-28,physical,delivered
333,11,2024-12-26,online,delivered
334,21,2024-05-13,online,delivered
335,1,2024-10-21,physical,delivered
336,4,2024-08-21,online,delivered
337,14,2024-12-28,online,delivered
338,2,2024-11-17,online,delivered
339,2,2024-12-08,online,delivered
340,28,2024-08-28,physical,delivered
341,30,2024-10-21,physical,delivered
342,17,2024-11-15,online,delivered
343,28,2024-07-06,online,delivered
344,30,2024-12-11,online,delivered
345,2,2024-12-16,physical,delivered
346,12,2024-11-04,online,delivered
347,11,2024-11-16,online,delivered
348,1,2024-09-06,online,delivered
349,23,2024-11-09,online,delivered
350,12,2024-06-23,online,delivered
351,12,2024-12-13,online,delivered
352,2,2024-11-10,physical,delivered
353,4,2024-06-23,online,delivered
354,28,2024-10-27,online,delivered
355,1,2024-11-12,physical,delivered
356,7,2024-04-25,online,delivered
357,7,2024-10-04,online,delivered
358,13,2024-08-02,online,delivered
359,18,2024-12-06,online,delivered
360,13,2024-08-14,online,delivered
361,1,2024-10-01,online,delivered
362,7,2024-09-30,online,delivered
363,28,2024-07-20,online,delivered
364,21,2024-12-01,online,delivered
365,21,2024-12-09,online,delivered
366,21,2024-04-17,online,delivered
367,24,2024-07-16,online,delivered
368,1,2024-11-29,online,delivered
369,10,2024-09-09,online,delivered
370,16,2024-12-09,online,delivered
371,8,2024-08-17,physical,delivered
372,28,2024-11-21,physical,delivered
373,12,2024-07-25,online,delivered
374,24,2024-04-23,online,delivered
375,28,2024-12-25,online,delivered
376,13,2024-08-23,physical,cancelled
377,28,2024-09-03,physical,delivered
378,18,2024-12-18,physical,delivered
379,28,2024-09-20,online,cancelled
380,9,2024-10-07,online,delivered
381,13,2024-08-04,physical,delivered
382,15,2024-04-20,online,delivered
383,2,2024-12-29,online,delivered
384,11,2024-12-04,physical,delivered
385,28,2024-10-13,online,delivered
386,20,2024-12-16,online,delivered
387,4,2024-07-09,online,delivered
388,8,2024-05-31,online,delivered
389,4,2024-07-03,online,delivered
390,1,2024-12-07,physical,delivered
391,28,2024-12-05,online,delivered
392,12,2024-09-26,online,delivered
393,8,2024-08-07,online,delivered
394,19,2024-06-08,physical,delivered
395,1,2024-12-04,online,delivered
396,7,2024-02-29,online,delivered
397,22,2024-11-04,online,delivered
398,21,2024-06-28,online,delivered
399,29,2024-11-17,online,delivered
400,20,2024-12-22,online,delivered
401,12,2024-10-24,online,delivered
402,23,2024-08-09,online,delivered
403,28,2024-12-02,online,delivered
404,23,2024-10-07,online,delivered
405,28,2024-07-04,online,delivered
406,24,2024-06-29,online,delivered
407,28,2024-10-14,online,delivered
408,2,2024-10-25,online,delivered
409,23,2024-10-19,physical,delivered
410,12,2024-10-25,physical,delivered
411,17,2024-12-22,physical,delivered
412,21,2024-12-19,online,delivered
413,28,2024-08-21,online,delivered
414,29,2024-11-10,online,delivered
415,7,2024-12-15,online,delivered
416,23,2024-11-23,online,delivered
417,23,2024-10-03,physical,delivered
418,10,2024-09-24,physical,delivered
419,2,2024-12-18,online,delivered
420,1,2024-10-20,online,delivered
421,24,2024-09-18,online,delivered
422,13,2024-07-01,online,delivered
423,29,2024-10-21,online,delivered
424,12,2024-08-28,online,delivered
425,29,2024-07-10,online,delivered
426,11,2024-12-23,online,delivered
427,24,2024-12-16,online,delivered
428,1,2024-11-02,online,delivered
429,17,2024-12-20,online,delivered
430,25,2024-09-11,physical,delivered
431,28,2024-07-24,online,delivered
432,26,2024-09-29,online,delivered
433,1,2024-09-13,online,delivered
434,10,2024-09-10,online,delivered
435,1,2024-11-03,online,delivered
436,2,2024-11-30,physical,delivered
437,21,2024-05-17,online,delivered
438,22,2024-10-31,physical,delivered
439,24,2024-06-18,physical,delivered
440,28,2024-12-21,physical,delivered
441,23,2024-11-04,physical,delivered
442,24,2024-05-10,physical,delivered
443,1,2024-11-19,online,delivered
444,7,2024-07-25,online,delivered
445,20,2024-12-04,online,delivered
446,28,2024-11-09,online,delivered
447,1,2024-12-18,online,delivered
448,14,2024-10-29,physical,delivered
449,21,2024-11-16,online,delivered
450,1,2024-10-05,online,delivered
451,11,2024-12-13,online,delivered
452,28,2024-11-06,physical,delivered
453,21,2024-05-10,online,delivered
454,7,2024-12-19,online,delivered
455,28,2024-10-05,online,delivered
456,10,2024-11-21,online,delivered
457,28,2024-08-25,online,delivered
458,8,2024-04-10,online,delivered
459,19,2024-09-15,online,delivered
460,11,2024-11-05,online,delivered
461,7,2024-07-21,physical,delivered
462,28,2024-09-26,physical,delivered
463,4,2024-06-25,online,delivered
464,1,2024-11-14,online,delivered
465,9,2024-09-22,physical,delivered
466,22,2024-12-27,physical,delivered
467,25,2024-08-26,online,delivered
468,30,2024-08-22,online,delivered
469,8,2024-12-04,physical,delivered
470,11,2024-12-02,online,delivered
471,2,2024-10-19,online,cancelled
472,18,2024-11-14,online,delivered
473,30,2024-05-10,online,cancelled
474,22,2024-11-09,online,delivered
475,19,2024-06-11,physical,delivered
476,11,2024-12-21,online,delivered
477,28,2024-07-19,online,delivered
478,13,2024-11-02,online,cancelled
479,2,2024-11-03,online,delivered
480,10,2024-12-27,physical,delivered
481,1,2024-09-09,online,delivered
482,4,2024-04-14,physical,delivered
483,1,2024-11-08,online,delivered
484,12,2024-09-06,online,delivered
485,21,2024-05-20,online,delivered
486,10,2024-12-21,online,delivered
487,12,2024-08-22,physical,delivered
488,28,2024-07-15,physical,delivered
489,23,2024-12-18,online,delivered
490,16,2024-12-04,online,delivered
491,7,2024-04-20,online,delivered
492,28,2024-10-23,physical,delivered
493,7,2024-04-23,physical,delivered
494,8,2024-06-27,online,delivered
495,28,2024-09-03,online,delivered
496,15,2024-12-25,physical,delivered
497,23,2024-08-20,online,delivered
498,19,2024-12-12,physical,delivered
499,21,2024-04-03,online,cancelled
500,8,2024-07-14,online,delivered
501,7,2024-12-29,online,delivered
502,8,2024-05-24,online,delivered
503,2,2024-10-26,online,delivered
504,28,2024-10-14,online,delivered
505,7,2024-05-07,online,delivered
506,17,2024-11-03,online,delivered
507,24,2024-04-30,online,delivered
508,24,2024-11-30,online,delivered
509,12,2024-06-14,online,delivered
510,12,2024-07-25,online,delivered
511,30,2024-01-29,physical,delivered
512,21,2024-08-19,online,delivered
513,26,2024-10-18,online,delivered
514,28,2024-10-24,physical,delivered
515,24,2024-07-22,online,delivered
516,4,2024-04-01,online,delivered
517,17,2024-11-03,online,delivered
518,2,2024-11-08,online,delivered
519,21,2024-04-22,physical,delivered
520,28,2024-07-26,physical,delivered
521,14,2024-10-30,online,delivered
522,12,2024-12-25,online,delivered
523,1,2024-09-27,online,delivered
524,28,2024-11-23,online,delivered
525,2,2024-10-20,physical,delivered
526,1,2024-12-06,online,delivered
527,7,2024-07-23,online,delivered
528,1,2024-11-14,online,delivered
529,12,2024-12-20,physical,delivered
530,14,2024-07-01,online,delivered
531,8,2024-09-20,physical,delivered
532,1,2024-12-11,online,delivered
533,2,2024-11-04,online,delivered
534,11,2024-10-02,physical,delivered
535,1,2024-12-15,physical,delivered
536,22,2024-11-20,physical,delivered
537,4,2024-09-19,physical,cancelled
538,8,2024-12-03,physical,delivered
539,11,2024-09-30,online,delivered
540,11,2024-10-05,online,delivered
541,1,2024-12-07,online,delivered
542,2,2024-11-21,physical,delivered
543,28,2024-09-22,physical,delivered
544,1,2024-09-25,online,delivered
545,13,2024-09-30,online,delivered
546,13,2024-11-12,online,delivered
547,8,2024-09-17,physical,delivered
548,12,2024-07-02,physical,delivered
549,24,2024-04-19,online,delivered
550,28,2024-09-02,physical,delivered
551,7,2024-09-23,online,delivered
552,8,2024-05-25,physical,delivered
553,7,2024-02-25,physical,delivered
554,12,2024-07-23,online,delivered
555,22,2024-11-17,online,delivered
556,5,2024-12-25,online,delivered
557,8,2024-10-27,online,delivered
558,28,2024-11-17,online,delivered
559,1,2024-11-07,online,delivered
560,12,2024-10-29,online,delivered
561,22,2024-12-19,online,delivered
562,2,2024-12-04,physical,delivered
563,1,2024-11-01,online,delivered
564,2,2024-11-27,online,delivered
565,28,2024-10-08,physical,delivered
566,1,2024-11-27,physical,delivered
567,4,2024-05-03,online,delivered
568,1,2024-09-27,online,delivered
569,2,2024-12-16,online,delivered
570,20,2024-12-21,online,delivered
571,7,2024-11-05,physical,delivered
572,17,2024-11-07,physical,cancelled
573,19,2024-10-09,physical,delivered
574,28,2024-09-27,online,delivered
575,1,2024-10-19,physical,delivered
576,28,2024-09-20,online,delivered
577,20,2024-11-30,online,delivered
578,2,2024-11-27,online,cancelled
579,24,2024-08-20,online,delivered
580,28,2024-09-20,online,delivered
581,7,2024-11-09,physical,delivered
582,28,2024-07-20,physical,delivered
583,12,2024-10-03,online,delivered
584,20,2024-12-09,online,delivered
585,29,2024-10-15,online,delivered
586,10,2024-10-22,online,delivered
587,25,2024-08-29,physical,delivered
588,8,2024-05-27,physical,delivered
589,24,2024-12-10,physical,delivered
590,19,2024-10-26,physical,delivered
591,4,2024-04-21,physical,delivered
592,11,2024-10-11,physical,delivered
593,8,2024-05-01,online,delivered
594,1,2024-09-23,online,delivered
595,1,2024-11-27,physical,delivered
596,10,2024-09-21,online,delivered
597,1,2024-11-16,physical,delivered
598,2,2024-10-26,online,delivered
599,23,2024-11-08,physical,delivered
600,22,2024-10-27,online,cancelled
601,23,2024-11-13,physical,delivered
602,8,2024-11-02,online,delivered
603,28,2024-10-19,online,delivered
604,19,2024-08-31,online,delivered
605,2,2024-12-18,online,delivered
606,2,2024-10-25,online,delivered
607,22,2024-11-30,online,delivered
608,3,2024-08-15,online,delivered
609,13,2024-12-13,physical,delivered
610,30,2024-10-08,physical,delivered
611,1,2024-11-26,online,delivered
612,1,2024-09-14,physical,delivered
613,30,2024-05-14,physical,delivered
614,18,2024-12-04,online,delivered
615,2,2024-11-13,physical,delivered
616,28,2024-09-08,physical,delivered
617,28,2024-07-22,online,delivered
618,16,2024-12-09,physical,delivered
619,20,2024-12-17,online,delivered
620,7,2024-04-22,online,delivered
621,1,2024-10-05,physical,delivered
622,19,2024-10-29,online,delivered
623,7,2024-04-27,online,delivered
624,21,2024-05-14,online,delivered
625,28,2024-09-07,online,delivered
626,1,2024-12-22,online,delivered
627,19,2024-09-14,online,delivered
628,6,2024-11-30,online,delivered
629,28,2024-11-27,online,delivered
630,7,2024-05-18,online,delivered
631,20,2024-12-23,physical,cancelled
632,17,2024-11-08,online,delivered
633,11,2024-12-16,online,delivered
634,21,2024-11-05,online,delivered
635,23,2024-12-19,online,delivered
636,17,2024-12-17,physical,delivered
637,23,2024-11-19,online,delivered
638,29,2024-06-26,online,delivered
639,11,2024-11-14,physical,delivered
640,14,2024-05-31,physical,delivered
641,1,2024-10-10,online,delivered
642,24,2024-07-03,online,delivered
643,14,2024-09-16,physical,delivered
644,11,2024-11-28,online,delivered
645,2,2024-11-17,physical,delivered
646,28,2024-07-03,online,delivered
647,11,2024-10-29,online,delivered
648,22,2024-11-04,online,delivered
649,2,2024-12-07,online,delivered
650,28,2024-11-06,online,delivered
651,4,2024-08-28,physical,delivered
652,4,2024-04-22,physical,delivered
653,28,2024-07-29,physical,delivered
654,28,2024-11-22,physical,delivered
655,4,2024-11-26,online,delivered
656,12,2024-06-15,online,delivered
657,23,2024-08-09,online,delivered
658,28,2024-11-23,physical,delivered
659,11,2024-11-04,online,delivered
660,14,2024-10-13,physical,delivered
661,23,2024-10-12,online,delivered
662,23,2024-10-19,online,delivered
663,24,2024-07-29,online,delivered
664,17,2024-11-02,online,delivered
665,2,2024-11-18,online,delivered
666,28,2024-08-31,physical,delivered
667,28,2024-11-19,physical,delivered
668,24,2024-07-22,physical,delivered
669,2,2024-12-28,physical,delivered
670,4,2024-11-01,physical,delivered
671,23,2024-11-15,online,delivered
672,1,2024-09-21,online,delivered
673,29,2024-07-06,physical,delivered
674,11,2024-10-24,online,delivered
675,22,2024-11-06,physical,delivered
676,28,2024-11-25,online,delivered
677,11,2024-10-03,online,delivered
678,8,2024-12-15,physical,delivered
679,20,2024-11-05,online,delivered
680,18,2024-11-02,online,delivered
681,11,2024-12-19,online,delivered
682,20,2024-12-09,physical,delivered
683,28,2024-10-04,online,delivered
684,12,2024-11-22,online,delivered
685,4,2024-09-02,online,delivered
686,11,2024-11-16,physical,delivered
687,11,2024-11-04,physical,delivered
688,2,2024-12-26,physical,delivered
689,2,2024-12-02,online,delivered
690,22,2024-11-02,online,delivered
691,9,2024-11-09,online,delivered
692,28,2024-09-23,online,delivered
693,7,2024-03-14,online,delivered
694,2,2024-11-10,online,delivered
695,23,2024-12-01,online,delivered
696,28,2024-11-10,physical,delivered
697,7,2024-09-17,online,delivered
698,4,2024-09-30,physical,delivered
699,4,2024-10-16,online,delivered
700,14,2024-09-16,physical,delivered
701,12,2024-06-21,physical,delivered
702,7,2024-04-25,physical,delivered
703,1,2024-11-20,online,delivered
704,12,2024-06-25,online,cancelled
705,28,2024-07-03,physical,delivered
706,21,2024-06-20,online,delivered
707,13,2024-08-24,physical,delivered
708,2,2024-11-03,physical,delivered
709,7,2024-11-24,physical,delivered
710,7,2024-03-24,physical,delivered
711,24,2024-06-26,online,delivered
712,28,2024-08-27,online,delivered
713,28,2024-09-03,physical,delivered
714,29,2024-08-01,online,delivered
715,29,2024-06-19,online,delivered
716,28,2024-10-06,physical,delivered
717,1,2024-11-27,online,delivered
718,2,2024-10-31,online,delivered
719,8,2024-05-18,online,delivered
720,17,2024-11-23,physical,delivered
721,2,2024-12-04,physical,delivered
722,28,2024-11-15,online,delivered
723,20,2024-11-20,physical,delivered
724,16,2024-11-24,online,delivered
725,2,2024-12-07,online,delivered
726,7,2024-12-19,online,delivered
727,2,2024-12-17,online,delivered
728,28,2024-12-05,online,delivered
729,18,2024-11-10,online,delivered
730,23,2024-08-05,online,cancelled
731,8,2024-08-30,physical,delivered
732,10,2024-09-11,physical,delivered
733,11,2024-12-17,physical,delivered
734,23,2024-07-26,physical,delivered
735,24,2024-09-13,physical,delivered
736,4,2024-04-25,online,delivered
737,28,2024-12-16,online,delivered
738,2,2024-11-13,online,delivered
739,28,2024-10-21,online,delivered
740,2,2024-11-24,online,delivered
741,7,2024-09-09,online,delivered
742,28,2024-09-18,online,delivered
743,4,2024-12-26,physical,delivered
744,11,2024-12-14,physical,delivered
745,12,2024-09-24,physical,delivered
746,7,2024-03-15,physical,delivered
747,22,2024-11-30,online,delivered
748,28,2024-07-06,online,delivered
749,28,2024-09-03,online,delivered
750,9,2024-10-06,physical,delivered
751,15,2024-10-26,online,delivered
752,7,2024-07-27,physical,delivered
753,7,2024-12-19,online,delivered
754,2,2024-12-19,online,delivered
755,28,2024-12-27,online,delivered
756,28,2024-09-10,online,delivered
757,24,2024-04-22,online,delivered
758,14,2024-11-05,online,delivered
759,13,2024-12-07,physical,delivered
760,15,2024-04-10,online,delivered
761,16,2024-10-05,physical,delivered
762,12,2024-11-20,physical,delivered
763,2,2024-12-10,online,delivered
764,2,2024-11-21,physical,delivered
765,28,2024-10-11,physical,delivered
766,12,2024-07-04,physical,delivered
767,28,2024-09-16,physical,delivered
768,2,2024-11-13,online,delivered
769,17,2024-12-29,physical,delivered
770,4,2024-08-04,physical,delivered
771,7,2024-04-26,online,delivered
772,1,2024-11-08,physical,delivered
773,2,2024-12-28,online,delivered
774,28,2024-08-03,physical,delivered
775,8,2024-04-27,physical,delivered
776,20,2024-12-17,online,delivered
777,12,2024-07-18,physical,delivered
778,11,2024-10-31,online,delivered
779,15,2024-12-26,online,delivered
780,4,2024-08-08,online,delivered
781,30,2024-06-08,online,delivered
782,26,2024-09-30,online,delivered
783,23,2024-09-06,online,delivered
784,12,2024-07-13,online,delivered
785,2,2024-10-28,physical,delivered
786,28,2024-08-20,physical,delivered
787,9,2024-10-11,online,delivered
788,1,2024-10-08,online,delivered
789,9,2024-12-28,online,delivered
790,24,2024-05-17,online,delivered
791,20,2024-11-05,online,delivered
792,23,2024-08-26,online,delivered
793,24,2024-11-17,online,delivered
794,4,2024-10-03,physical,delivered
795,28,2024-09-30,online,delivered
796,12,2024-11-25,online,delivered
797,21,2024-12-22,online,delivered
798,1,2024-12-23,online,delivered
799,30,2024-09-29,physical,delivered
800,7,2024-10-03,physical,delivered
801,1,2024-11-06,online,delivered
802,12,2024-10-04,online,delivered
803,2,2024-10-28,online,delivered
804,2,2024-11-25,online,delivered
